Idade,Anos_Experiencia,Escolaridade,Segunda_Lingua,Terceira_Lingua,Regiao,Profissao,Salario
45.0,31.0,Médio,Alemão,Inglês,Centro-Oeste,Médico,14065.33
47.0,10.0,Doutorado,Inglês,Nenhuma,Sudeste,Professor,14345.28
46.0,xxx,Superior,Nenhuma,Inglês,Nordeste,Motorista,4023.11
63.0,2.0,Fundamental,Alemão,Espanhol,Sul,Enfermeiro,1965.29
23.0,29.0,Superior,Inglês,Inglês,Nordeste,Analista de Dados,12302.05
52.0,5.0,Superior,Inglês,Espanhol,Sul,Arquiteto,9897.02
erro,1.0,Mestrado,Nenhuma,Nenhuma,Centro-Oeste,Consultor,6097.35
54.0,13.0,Técnico,Inglês,Nenhuma,Centro-Oeste,Policial,5187.34
41.0,17.0,Técnico,Nenhuma,Francês,Sudeste,Analista de Dados,10498.99
46.0,30.0,Médio,Inglês,Nenhuma,Norte,Médico,12843.52
63.0,12.0,Técnico,Inglês,Inglês,Sudeste,Cientista,14477.34
48.0,25.0,Pós,Italiano,Nenhuma,Nordeste,Médico,358471.4
52.0,11.0,Superior,Francês,Nenhuma,Nordeste,Arquiteto,8139.46
50.0,,Médio,Inglês,Francês,Sul,Analista de Dados,11259.6
38.0,8.0,Médio,Nenhuma,Nenhuma,Sul,Cientista,8707.91
49.0,20.0,Técnico,Inglês,Nenhuma,Sul,Vendedor,3581.81
40.0,39.0,Pós,Nenhuma,Nenhuma,Sul,Cientista,
50.0,23.0,Mestrado,Francês,Nenhuma,Sul,Pesquisador,22434.39
20.0,33.0,Fundamental,Inglês,Inglês,Sul,Engenheiro,15476.57
,7.0,Técnico,Alemão,Inglês,Nordeste,Motorista,2270.17
42.0,32.0,Superior,Nenhuma,Nenhuma,Norte,Motorista,3966.96
59.0,22.0,Doutorado,Francês,Nenhuma,Nordeste,Administrador,12757.3
48.0,12.0,Superior,Alemão,Nenhuma,Nordeste,Engenheiro,9592.12
20.0,13.0,Técnico,Inglês,Inglês,Sul,Analista de Dados,13277.65
57.0,13.0,Técnico,Italiano,Espanhol,Sul,Motorista,3168.29
63.0,15.0,Superior,Nenhuma,Nenhuma,Centro-Oeste,Cientista,11052.21
41.0,37.0,Superior,Italiano,Italiano,Norte,Economista,9753.88
49.0,38.0,Fundamental,Italiano,Nenhuma,Centro-Oeste,Policial,3367.48
64.0,25.0,Técnico,Inglês,Alemão,Sudeste,Advogado,22341.92
,25.0,Superior,Nenhuma,Espanhol,Sul,Motorista,4335.11
40.0,0.0,Técnico,Inglês,Nenhuma,Centro-Oeste,Designer,5116.4
19.0,31.0,Superior,Italiano,Nenhuma,Centro-Oeste,Consultor,8422.5
44.0,14.0,Técnico,Inglês,Inglês,Sudeste,Enfermeiro,5426.48
59.0,20.0,Pós,Inglês,Alemão,Nordeste,Advogado,18762.77
19.0,17.0,Médio,Francês,Nenhuma,Sudeste,Vendedor,3032.5
43.0,29.0,Doutorado,Italiano,Inglês,Centro-Oeste,Policial,13292.4
34.0,12.0,Médio,Nenhuma,Nenhuma,Sul,Arquiteto,6388.63
57.0,23.0,Médio,Inglês,Nenhuma,Sul,Motorista,3150.5
50.0,29.0,Mestrado,Inglês,Alemão,Sudeste,Técnico,11122.44
26.0,1.0,Mestrado,Nenhuma,Nenhuma,Sudeste,Policial,6216.02
60.0,18.0,Médio,Inglês,Nenhuma,Nordeste,Motorista,erro
65.0,24.0,Doutorado,Francês,Espanhol,Nordeste,Designer,10453.92
erro,13.0,Técnico,Nenhuma,Inglês,Sul,Médico,10886.53
46.0,5.0,Superior,Nenhuma,Alemão,Centro-Oeste,Advogado,12707.61
59.0,11.0,Médio,Inglês,Nenhuma,Centro-Oeste,Advogado,
43.0,19.0,Técnico,Francês,Espanhol,Sul,Analista de Dados,11186.52
52.0,22.0,Superior,Alemão,Nenhuma,Centro-Oeste,Administrador,7154.38
42.0,29.0,Superior,Inglês,Italiano,Sul,Programador,17415.72
41.0,29.0,Superior,Inglês,Alemão,Norte,Enfermeiro,8125.51
30.0,37.0,Superior,Nenhuma,Nenhuma,Sudeste,Técnico,9825.12
24.0,29.0,Doutorado,Inglês,Nenhuma,Norte,Designer,17105.61
53.0,29.0,Médio,Francês,Nenhuma,Sudeste,Programador,12408.95
62.0,35.0,Médio,Alemão,Inglês,Sudeste,Professor,8599.53
37.0,33.0,Pós,Inglês,Inglês,Sudeste,Motorista,9511.09
18.0,15.0,Médio,Inglês,Nenhuma,Centro-Oeste,Professor,
25.0,23.0,Superior,Italiano,Nenhuma,Sul,Advogado,17705.07
63.0,13.0,Superior,Inglês,Nenhuma,Sudeste,Designer,7805.22
33.0,25.0,Técnico,Italiano,Nenhuma,Nordeste,Engenheiro,12873.28
31.0,7.0,Doutorado,Inglês,Nenhuma,Sul,Motorista,6675.23
29.0,13.0,Técnico,Inglês,Nenhuma,Sul,Enfermeiro,4387.11
40.0,30.0,Técnico,Inglês,Inglês,Nordeste,Professor,7935.93
32.0,1.0,Médio,Inglês,Nenhuma,Sudeste,Vendedor,56144.0
45.0,3.0,Médio,Inglês,Nenhuma,Sudeste,Enfermeiro,4350.35
,0.0,Técnico,Francês,Nenhuma,Sudeste,Médico,10245.93
19.0,19.0,Superior,Inglês,Nenhuma,Sudeste,Professor,8663.65
49.0,13.0,Pós,Inglês,Nenhuma,Nordeste,Policial,6382.95
40.0,39.0,Mestrado,Inglês,Nenhuma,Centro-Oeste,Arquiteto,532871.4
39.0,24.0,Médio,Francês,Nenhuma,Sul,Policial,5614.53
42.0,24.0,Fundamental,Alemão,Nenhuma,Norte,Policial,2572.49
39.0,2.0,Doutorado,Inglês,Inglês,Sudeste,Agrônomo,11378.45
39.0,4.0,Fundamental,Francês,Nenhuma,Sul,Cientista,6110.37
,37.0,Doutorado,Alemão,Francês,Nordeste,Designer,17721.08
23.0,25.0,Mestrado,Inglês,Francês,Sul,Técnico,9595.32
32.0,39.0,Doutorado,Nenhuma,Inglês,Nordeste,Enfermeiro,13561.47
60.0,xxx,Técnico,Inglês,Nenhuma,Norte,Designer,6889.23
54.0,37.0,Médio,Inglês,Francês,Sudeste,Agrônomo,8539.5
50.0,3.0,Superior,Italiano,Nenhuma,Sudeste,Economista,6608.27
25.0,6.0,Pós,Inglês,Nenhuma,Nordeste,Técnico,5869.02
61.0,29.0,Médio,Inglês,Espanhol,Norte,Pesquisador,9664.9
61.0,29.0,Pós,Nenhuma,Francês,Sudeste,Professor,12160.52
22.0,18.0,Médio,Alemão,Nenhuma,Nordeste,Economista,5443.78
56.0,xxx,Superior,Inglês,Francês,Nordeste,Economista,12932.04
21.0,34.0,Mestrado,Nenhuma,Espanhol,Sudeste,Motorista,6863.91
23.0,39.0,Médio,Inglês,Inglês,Sudeste,Programador,14388.14
62.0,32.0,Médio,Inglês,Francês,Sul,Policial,6948.26
49.0,32.0,Médio,Inglês,Inglês,Centro-Oeste,Economista,8930.33
47.0,13.0,Médio,Italiano,Espanhol,Nordeste,Designer,5293.52
64.0,37.0,Médio,Inglês,Nenhuma,Sudeste,Enfermeiro,8027.3
52.0,9.0,Médio,Italiano,Inglês,Sul,Vendedor,3012.4
57.0,27.0,Técnico,Inglês,Espanhol,Sudeste,Advogado,
33.0,13.0,Mestrado,Francês,Francês,Nordeste,Engenheiro,20085.63
30.0,35.0,Doutorado,Inglês,Espanhol,Sul,Programador,31030.22
59.0,37.0,Superior,Inglês,Nenhuma,Sudeste,Enfermeiro,10174.75
47.0,15.0,Médio,Nenhuma,Espanhol,Nordeste,Técnico,3197.98
36.0,xxx,Médio,Inglês,Nenhuma,Sul,Consultor,6283.75
34.0,xxx,Pós,Alemão,Nenhuma,Nordeste,Médico,18134.79
erro,32.0,Superior,Inglês,Nenhuma,Sul,Motorista,6595.26
45.0,5.0,Doutorado,Italiano,Italiano,Sudeste,Programador,14485.25
43.0,14.0,Fundamental,Inglês,Espanhol,Sudeste,Programador,7442.03
54.0,2.0,Pós,Francês,Nenhuma,Centro-Oeste,Técnico,5200.13
43.0,34.0,Superior,Italiano,Nenhuma,Nordeste,Designer,6838.58
40.0,xxx,Doutorado,Inglês,Espanhol,Nordeste,Arquiteto,18020.07
26.0,1.0,Superior,Inglês,Nenhuma,Centro-Oeste,Advogado,11943.87
29.0,28.0,Superior,Italiano,Nenhuma,Nordeste,Enfermeiro,6222.67
18.0,3.0,Superior,Inglês,Nenhuma,Norte,Motorista,2445.33
18.0,xxx,Mestrado,Nenhuma,Nenhuma,Sudeste,Policial,9627.37
64.0,11.0,Técnico,Inglês,Nenhuma,Sudeste,Vendedor,3098.38
51.0,1.0,Médio,Inglês,Inglês,Nordeste,Engenheiro,8264.88
49.0,16.0,Superior,Inglês,Espanhol,Sudeste,Vendedor,3899.96
65.0,34.0,Médio,Inglês,Nenhuma,Norte,Pesquisador,12352.82
42.0,9.0,Superior,Inglês,Nenhuma,Sul,Agrônomo,5064.7
57.0,21.0,Doutorado,Inglês,Nenhuma,Nordeste,Programador,17496.99
62.0,20.0,Superior,Inglês,Nenhuma,Sudeste,Arquiteto,14583.48
erro,14.0,Superior,Inglês,Nenhuma,Nordeste,Consultor,6143.84
33.0,34.0,Superior,Inglês,Alemão,Sudeste,Economista,14763.83
56.0,20.0,Mestrado,Inglês,Nenhuma,Sul,Analista de Dados,16733.64
22.0,20.0,Doutorado,Inglês,Espanhol,Sul,Designer,17172.29
,20.0,Superior,Inglês,Nenhuma,Sudeste,Motorista,5888.73
46.0,31.0,Superior,Italiano,Nenhuma,Sudeste,Arquiteto,16816.22
20.0,4.0,Técnico,Alemão,Francês,Sul,Cientista,10296.59
29.0,38.0,Técnico,Nenhuma,Nenhuma,Sudeste,Analista de Dados,14847.39
43.0,8.0,Técnico,Inglês,Nenhuma,Sul,Vendedor,3011.25
33.0,17.0,Técnico,Inglês,Inglês,Centro-Oeste,Consultor,6961.09
54.0,20.0,Superior,Inglês,Nenhuma,Sudeste,Pesquisador,18644.35
39.0,7.0,Superior,Inglês,Nenhuma,Sudeste,Vendedor,3651.55
46.0,33.0,Médio,Nenhuma,Nenhuma,Nordeste,Programador,8780.47
31.0,9.0,Doutorado,Inglês,Nenhuma,Sudeste,Policial,9124.68
45.0,23.0,Superior,Inglês,Nenhuma,Nordeste,Administrador,9584.13
22.0,39.0,Superior,Inglês,Nenhuma,Sudeste,Advogado,29875.64
64.0,23.0,Pós,Nenhuma,Espanhol,Norte,Enfermeiro,5961.25
47.0,31.0,Superior,Francês,Nenhuma,Sudeste,Médico,19381.21
63.0,32.0,Técnico,Inglês,Nenhuma,Sudeste,Cientista,19571.38
22.0,37.0,Pós,Nenhuma,Inglês,Nordeste,Arquiteto,14090.46
29.0,33.0,Médio,Nenhuma,Nenhuma,Centro-Oeste,Economista,5381.48
33.0,10.0,Superior,Inglês,Francês,Sudeste,Advogado,20215.86
43.0,30.0,Técnico,Inglês,Nenhuma,Sudeste,Arquiteto,15422.78
43.0,17.0,Superior,Inglês,Nenhuma,Sudeste,Técnico,8076.39
65.0,22.0,Médio,Alemão,Francês,Centro-Oeste,Arquiteto,8395.22
38.0,21.0,Pós,Inglês,Italiano,Norte,Engenheiro,15556.19
56.0,17.0,Médio,Nenhuma,Nenhuma,Sul,Enfermeiro,4113.68
53.0,39.0,Mestrado,Inglês,Inglês,Centro-Oeste,Pesquisador,27912.78
50.0,38.0,Mestrado,Nenhuma,Nenhuma,Centro-Oeste,Agrônomo,10329.89
47.0,19.0,Técnico,Alemão,Alemão,Nordeste,Economista,5233.61
54.0,12.0,Técnico,Italiano,Espanhol,Sudeste,Pesquisador,12868.46
40.0,0.0,Pós,Inglês,Francês,Sul,Cientista,11525.09
27.0,3.0,Médio,Nenhuma,Alemão,Nordeste,Engenheiro,7483.09
22.0,23.0,Médio,Francês,Nenhuma,Centro-Oeste,Policial,4597.81
53.0,35.0,Médio,Alemão,Francês,Nordeste,Analista de Dados,11500.98
51.0,35.0,Superior,Inglês,Nenhuma,Sul,Cientista,erro
48.0,1.0,Médio,Nenhuma,Nenhuma,Sudeste,Consultor,3668.06
27.0,27.0,Técnico,Inglês,Inglês,Sul,Advogado,21893.43
36.0,25.0,Superior,Nenhuma,Nenhuma,Sul,Advogado,18084.78
49.0,22.0,Fundamental,Inglês,Inglês,Sudeste,Economista,7471.34
18.0,,Médio,Italiano,Nenhuma,Nordeste,Programador,6610.33
22.0,35.0,Doutorado,Nenhuma,Nenhuma,Norte,Médico,24228.42
62.0,26.0,Superior,Inglês,Nenhuma,Nordeste,Administrador,9823.68
21.0,5.0,Técnico,Alemão,Nenhuma,Sudeste,Agrônomo,4561.14
33.0,34.0,Fundamental,Inglês,Nenhuma,Sudeste,Analista de Dados,12587.49
41.0,38.0,Superior,Inglês,Nenhuma,Sudeste,Analista de Dados,21973.91
33.0,37.0,Médio,Francês,Nenhuma,Nordeste,Analista de Dados,
19.0,34.0,Doutorado,Inglês,Espanhol,Nordeste,Economista,14994.41
45.0,35.0,Superior,Inglês,Italiano,Sul,Analista de Dados,17823.12
49.0,9.0,Doutorado,Inglês,Nenhuma,Sudeste,Motorista,7076.74
44.0,29.0,Mestrado,Inglês,Nenhuma,Sudeste,Professor,15824.7
37.0,37.0,Superior,Francês,Francês,Norte,Enfermeiro,7755.44
41.0,28.0,Superior,Inglês,Inglês,Centro-Oeste,Motorista,4509.21
29.0,38.0,Mestrado,Italiano,Nenhuma,Norte,Consultor,12545.09
52.0,,Superior,Inglês,Nenhuma,Sudeste,Consultor,6010.7
50.0,4.0,Médio,Inglês,Italiano,Sudeste,Analista de Dados,7948.26
50.0,3.0,Superior,Inglês,Nenhuma,Sudeste,Médico,13056.7
60.0,35.0,Médio,Inglês,Inglês,Sul,Enfermeiro,7316.53
54.0,15.0,Pós,Inglês,Inglês,Sudeste,Economista,12126.8
29.0,24.0,Superior,Inglês,Nenhuma,Sul,Cientista,17787.24
20.0,13.0,Doutorado,Inglês,Nenhuma,Norte,Motorista,5240.48
18.0,10.0,Superior,Inglês,Alemão,Sudeste,Economista,9441.63
50.0,28.0,Mestrado,Inglês,Nenhuma,Sudeste,Enfermeiro,12717.59
57.0,33.0,Técnico,Francês,Espanhol,Norte,Programador,9436.25
27.0,21.0,Técnico,Italiano,Nenhuma,Sudeste,Motorista,4287.53
60.0,13.0,Doutorado,Inglês,Francês,Nordeste,Engenheiro,21662.66
61.0,23.0,Pós,Inglês,Espanhol,Sudeste,Agrônomo,11381.57
46.0,38.0,Superior,Inglês,Nenhuma,Norte,Cientista,19540.01
30.0,25.0,Técnico,Italiano,Nenhuma,Sudeste,Cientista,14158.75
29.0,35.0,Superior,Francês,Inglês,Sudeste,Enfermeiro,7852.72
48.0,38.0,Mestrado,Inglês,Espanhol,Sudeste,Técnico,14164.76
63.0,15.0,Médio,Inglês,Alemão,Centro-Oeste,Policial,5409.42
19.0,37.0,Pós,Nenhuma,Nenhuma,Centro-Oeste,Engenheiro,19435.44
52.0,31.0,Técnico,Inglês,Nenhuma,Sudeste,Economista,8342.36
40.0,5.0,Médio,Inglês,Nenhuma,Nordeste,Enfermeiro,3383.46
34.0,33.0,Pós,Inglês,Nenhuma,Sul,Economista,12435.1
43.0,7.0,Médio,Inglês,Nenhuma,Sul,Arquiteto,7658.96
25.0,29.0,Técnico,Inglês,Italiano,Nordeste,Programador,12860.0
46.0,26.0,Pós,Inglês,Inglês,Sudeste,Policial,9288.78
43.0,6.0,Pós,Italiano,Inglês,Sudeste,Consultor,9014.02
27.0,26.0,Técnico,Inglês,Inglês,Sul,Programador,11672.56
43.0,24.0,Doutorado,Nenhuma,Inglês,Norte,Programador,22200.49
51.0,14.0,Médio,Inglês,Nenhuma,Centro-Oeste,Advogado,12065.65
58.0,24.0,Doutorado,Alemão,Nenhuma,Nordeste,Programador,21384.44
24.0,21.0,Pós,Inglês,Espanhol,Centro-Oeste,Médico,23511.99
21.0,17.0,Técnico,Inglês,Nenhuma,Sudeste,Policial,7066.68
62.0,11.0,Médio,Nenhuma,Nenhuma,Sul,Cientista,7491.83
erro,22.0,Técnico,Inglês,Nenhuma,Sul,Vendedor,4412.62
46.0,38.0,Médio,Nenhuma,Espanhol,Sudeste,Médico,16176.74
53.0,24.0,Superior,Alemão,Nenhuma,Norte,Enfermeiro,5099.21
42.0,9.0,Técnico,Francês,Italiano,Centro-Oeste,Analista de Dados,6700.55
38.0,29.0,Técnico,Inglês,Nenhuma,Nordeste,Programador,10099.19
53.0,9.0,Pós,Italiano,Espanhol,Sudeste,Analista de Dados,11391.36
27.0,33.0,Médio,Inglês,Italiano,Sudeste,Professor,9648.22
54.0,12.0,Superior,Nenhuma,Nenhuma,Sudeste,Policial,5413.89
26.0,28.0,Médio,Italiano,Italiano,Nordeste,Enfermeiro,4716.13
erro,xxx,Pós,Inglês,Espanhol,Sul,Economista,16159.31
52.0,8.0,Superior,Nenhuma,Nenhuma,Sudeste,Agrônomo,4584.14
52.0,12.0,Pós,Inglês,Nenhuma,Sudeste,Agrônomo,6466.94
65.0,36.0,Médio,Nenhuma,Espanhol,Sul,Policial,6750.93
53.0,13.0,Médio,Italiano,Nenhuma,Norte,Policial,3712.56
35.0,36.0,Médio,Inglês,Nenhuma,Nordeste,Administrador,7065.0
56.0,8.0,Médio,Alemão,Alemão,Sudeste,Técnico,3699.63
49.0,7.0,Médio,Italiano,Espanhol,Sudeste,Arquiteto,erro
41.0,38.0,Superior,Francês,Nenhuma,Sudeste,Professor,10029.9
40.0,39.0,Superior,Inglês,Nenhuma,Sudeste,Vendedor,6066.29
49.0,2.0,Mestrado,Inglês,Nenhuma,Centro-Oeste,Administrador,
54.0,39.0,Superior,Inglês,Espanhol,Norte,Programador,14054.67
29.0,32.0,Superior,Nenhuma,Nenhuma,Centro-Oeste,Vendedor,4909.26
30.0,31.0,Doutorado,Inglês,Inglês,Sul,Motorista,10436.59
40.0,6.0,Superior,Nenhuma,Inglês,Sudeste,Programador,9145.82
42.0,18.0,Superior,Inglês,Inglês,Centro-Oeste,Administrador,10739.67
52.0,33.0,Doutorado,Inglês,Inglês,Nordeste,Engenheiro,36631.77
58.0,13.0,Doutorado,Inglês,Alemão,Sul,Arquiteto,erro
47.0,18.0,Superior,Nenhuma,Nenhuma,Nordeste,Programador,11045.66
34.0,25.0,Superior,Inglês,Alemão,Sudeste,Economista,12461.73
37.0,16.0,Superior,Inglês,Nenhuma,Sudeste,Pesquisador,19615.24
65.0,27.0,Pós,Nenhuma,Nenhuma,Centro-Oeste,Consultor,10139.22
42.0,18.0,Doutorado,Italiano,Nenhuma,Centro-Oeste,Economista,12380.6
39.0,26.0,Técnico,Nenhuma,Nenhuma,Sudeste,Administrador,7405.98
30.0,18.0,Mestrado,Nenhuma,Francês,Nordeste,Médico,23195.22
36.0,32.0,Superior,Nenhuma,Nenhuma,Centro-Oeste,Enfermeiro,6873.78
53.0,6.0,Técnico,Italiano,Alemão,Sul,Economista,5436.6
29.0,28.0,Pós,Alemão,Nenhuma,Sudeste,Designer,9813.25
58.0,4.0,Superior,Alemão,Nenhuma,Norte,Designer,4857.76
36.0,29.0,Médio,Inglês,Nenhuma,Centro-Oeste,Professor,7947.56
29.0,7.0,Doutorado,Italiano,Nenhuma,Nordeste,Arquiteto,12706.32
26.0,11.0,Superior,Inglês,Espanhol,Sudeste,Advogado,
24.0,12.0,Superior,Nenhuma,Inglês,Nordeste,Engenheiro,14598.3
45.0,25.0,Mestrado,Alemão,Alemão,Centro-Oeste,Engenheiro,24289.19
31.0,17.0,Doutorado,Nenhuma,Nenhuma,Sudeste,Advogado,29379.87
48.0,19.0,Mestrado,Inglês,Espanhol,Centro-Oeste,Médico,20345.53
36.0,15.0,Superior,Italiano,Inglês,Sudeste,Motorista,3712.53
64.0,36.0,Superior,Alemão,Nenhuma,Sul,Pesquisador,17219.48
33.0,2.0,Técnico,Nenhuma,Nenhuma,Nordeste,Administrador,3577.1
22.0,26.0,Superior,Inglês,Inglês,Sudeste,Enfermeiro,10307.85
52.0,14.0,Doutorado,Inglês,Nenhuma,Sudeste,Técnico,11813.11
,33.0,Pós,Alemão,Nenhuma,Sul,Motorista,4793.67
42.0,21.0,Fundamental,Alemão,Alemão,Centro-Oeste,Agrônomo,3094.74
38.0,39.0,Médio,Inglês,Inglês,Sudeste,Analista de Dados,19211.89
53.0,22.0,Doutorado,Nenhuma,Nenhuma,Sudeste,Analista de Dados,23495.08
40.0,3.0,Mestrado,Inglês,Nenhuma,Sul,Cientista,15260.63
33.0,22.0,Superior,Alemão,Inglês,Nordeste,Técnico,6346.05
56.0,8.0,Superior,Inglês,Nenhuma,Sul,Professor,8542.57
62.0,23.0,Técnico,Inglês,Nenhuma,Sudeste,Pesquisador,13427.42
59.0,20.0,Pós,Nenhuma,Nenhuma,Sudeste,Pesquisador,20053.02
56.0,15.0,Superior,Inglês,Inglês,Nordeste,Policial,7205.19
31.0,24.0,Superior,Nenhuma,Inglês,Sudeste,Consultor,8475.08
48.0,25.0,Técnico,Nenhuma,Inglês,Nordeste,Administrador,6314.51
22.0,8.0,Superior,Nenhuma,Alemão,Sul,Advogado,12087.71
52.0,14.0,Médio,Inglês,Inglês,Nordeste,Policial,4375.45
40.0,38.0,Doutorado,Nenhuma,Nenhuma,Sudeste,Programador,24936.38
46.0,32.0,Doutorado,Inglês,Inglês,Centro-Oeste,Vendedor,8844.8
,0.0,Mestrado,Inglês,Nenhuma,Nordeste,Advogado,13085.9
,4.0,Doutorado,Inglês,Nenhuma,Sul,Analista de Dados,13964.26
35.0,8.0,Superior,Inglês,Nenhuma,Sul,Designer,6140.5
64.0,5.0,Médio,Nenhuma,Espanhol,Norte,Analista de Dados,5500.1
29.0,27.0,Pós,Alemão,Nenhuma,Sul,Técnico,7780.54
26.0,25.0,Técnico,Nenhuma,Nenhuma,Centro-Oeste,Analista de Dados,7940.69
27.0,27.0,Superior,Inglês,Nenhuma,Norte,Técnico,7032.0
61.0,39.0,Técnico,Nenhuma,Nenhuma,Sudeste,Médico,15371.88
34.0,14.0,Superior,Inglês,Nenhuma,Nordeste,Engenheiro,14695.03
55.0,5.0,Superior,Nenhuma,Inglês,Nordeste,Enfermeiro,4054.86
24.0,26.0,Médio,Nenhuma,Inglês,Sudeste,Policial,6781.51
63.0,37.0,Médio,Inglês,Nenhuma,Centro-Oeste,Advogado,17140.71
30.0,,Superior,Francês,Nenhuma,Nordeste,Administrador,5534.2
57.0,10.0,Pós,Italiano,Espanhol,Nordeste,Economista,7975.57
59.0,20.0,Superior,Inglês,Inglês,Sudeste,Economista,9782.64
26.0,29.0,Médio,Inglês,Inglês,Sul,Professor,7327.14
44.0,17.0,Superior,Nenhuma,Nenhuma,Norte,Motorista,3415.94
19.0,34.0,Pós,Inglês,Inglês,Nordeste,Cientista,23569.14
22.0,2.0,Superior,Inglês,Espanhol,Sudeste,Vendedor,3823.51
46.0,11.0,Médio,Inglês,Nenhuma,Sul,Enfermeiro,4210.12
54.0,26.0,Doutorado,Francês,Inglês,Sudeste,Advogado,29306.39
55.0,29.0,Médio,Inglês,Nenhuma,Norte,Consultor,7300.24
36.0,20.0,Médio,Italiano,Espanhol,Nordeste,Pesquisador,9133.12
25.0,37.0,Superior,Italiano,Inglês,Centro-Oeste,Advogado,20340.19
65.0,20.0,Técnico,Inglês,Nenhuma,Nordeste,Médico,14971.25
62.0,37.0,Doutorado,Inglês,Nenhuma,Nordeste,Pesquisador,36727.7
18.0,39.0,Médio,Francês,Inglês,Nordeste,Vendedor,4071.95
39.0,14.0,Técnico,Nenhuma,Francês,Centro-Oeste,Agrônomo,5229.44
34.0,17.0,Técnico,Alemão,Nenhuma,Centro-Oeste,Professor,5468.66
24.0,28.0,Superior,Nenhuma,Nenhuma,Sudeste,Arquiteto,17026.8
42.0,37.0,Fundamental,Inglês,Nenhuma,Sul,Médico,15523.63
62.0,20.0,Médio,Alemão,Inglês,Sul,Advogado,12397.23
21.0,16.0,Técnico,Inglês,Nenhuma,Norte,Enfermeiro,4552.2
53.0,17.0,Superior,Alemão,Inglês,Sudeste,Agrônomo,5965.5
23.0,36.0,Pós,Alemão,Nenhuma,Sudeste,Arquiteto,15944.72
48.0,37.0,Superior,Nenhuma,Inglês,Norte,Técnico,6771.33
36.0,11.0,Superior,Nenhuma,Italiano,Sul,Policial,6045.1
61.0,10.0,Técnico,Nenhuma,Nenhuma,Sul,Engenheiro,12629.98
56.0,19.0,Mestrado,Inglês,Inglês,Nordeste,Enfermeiro,7053.15
44.0,8.0,Superior,Inglês,Inglês,Sudeste,Arquiteto,16011.48
27.0,0.0,Técnico,Inglês,Italiano,Sudeste,Enfermeiro,4266.33
43.0,2.0,Superior,Inglês,Nenhuma,Norte,Professor,4744.11
36.0,20.0,Superior,Inglês,Nenhuma,Nordeste,Consultor,9570.14
56.0,22.0,Técnico,Alemão,Nenhuma,Nordeste,Arquiteto,10336.44
20.0,8.0,Fundamental,Nenhuma,Nenhuma,Sul,Pesquisador,7365.55
62.0,18.0,Médio,Alemão,Francês,Sul,Cientista,11589.59
30.0,18.0,Mestrado,Nenhuma,Nenhuma,Norte,Economista,7471.99
45.0,22.0,Médio,Nenhuma,Nenhuma,Sudeste,Administrador,6002.19
,26.0,Superior,Inglês,Nenhuma,Nordeste,Enfermeiro,8032.68
45.0,26.0,Médio,Nenhuma,Francês,Sudeste,Designer,7147.07
25.0,38.0,Médio,Inglês,Francês,Sul,Motorista,4863.69
58.0,35.0,Técnico,Inglês,Italiano,Norte,Administrador,8919.16
,11.0,Fundamental,Inglês,Italiano,Centro-Oeste,Médico,9676.69
18.0,26.0,Médio,Inglês,Inglês,Centro-Oeste,Cientista,13034.52
20.0,33.0,Superior,Inglês,Nenhuma,Sul,Pesquisador,19390.81
30.0,xxx,Superior,Inglês,Espanhol,Centro-Oeste,Administrador,9774.9
45.0,27.0,Pós,Nenhuma,Nenhuma,Nordeste,Arquiteto,12769.68
42.0,30.0,Médio,Nenhuma,Francês,Sudeste,Analista de Dados,13762.84
50.0,31.0,Mestrado,Francês,Nenhuma,Nordeste,Pesquisador,15576.74
55.0,19.0,Doutorado,Francês,Inglês,Sudeste,Policial,13084.58
23.0,39.0,Fundamental,Inglês,Inglês,Sudeste,Motorista,3821.37
61.0,34.0,Doutorado,Alemão,Espanhol,Sudeste,Economista,15355.08
62.0,30.0,Médio,Inglês,Francês,Sudeste,Médico,16674.36
49.0,30.0,Superior,Inglês,Espanhol,Nordeste,Advogado,17126.26
62.0,37.0,Técnico,Inglês,Nenhuma,Sul,Consultor,11521.38
64.0,21.0,Superior,Francês,Inglês,Centro-Oeste,Pesquisador,14305.03
38.0,8.0,Superior,Alemão,Nenhuma,Sudeste,Técnico,4704.93
33.0,8.0,Técnico,Inglês,Inglês,Sudeste,Administrador,6547.35
38.0,14.0,Pós,Inglês,Espanhol,Sul,Vendedor,5527.55
28.0,12.0,Superior,Italiano,Nenhuma,Centro-Oeste,Engenheiro,12507.44
54.0,21.0,Superior,Italiano,Nenhuma,Sudeste,Consultor,7449.82
53.0,15.0,Doutorado,Inglês,Nenhuma,Norte,Policial,erro
52.0,31.0,Doutorado,Inglês,Nenhuma,Norte,Administrador,erro
36.0,1.0,Doutorado,Inglês,Inglês,Sul,Arquiteto,16561.46
37.0,25.0,Mestrado,Inglês,Inglês,Sul,Vendedor,6737.57
35.0,13.0,Técnico,Italiano,Nenhuma,Centro-Oeste,Administrador,4937.56
64.0,37.0,Técnico,Francês,Nenhuma,Sudeste,Médico,20246.45
58.0,33.0,Médio,Italiano,Nenhuma,Sul,Engenheiro,17073.34
31.0,7.0,Doutorado,Inglês,Alemão,Nordeste,Vendedor,4703.61
32.0,35.0,Médio,Italiano,Italiano,Sul,Economista,7801.65
48.0,20.0,Técnico,Inglês,Inglês,Sul,Agrônomo,5335.35
